customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureYears,IsNewCustomer,PaperlessFlag,AutoPayFlag,HasFiber,HasStreaming,ServicesCount,ContractMonths,AvgMonthlyChargeSoFar,ChargeGrowthProxy,MonthlyToTotalRatio,SeniorDependent,TenureBucketNum,TotalChargesPerContractMonth,SeniorAlone
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,0,0.4166666666666667,1,0,0,0,0,1,1,16.75,3.4499999999999993,0.24119402985074626,0,0,83.75,0
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,0,3.4166666666666665,0,1,1,1,1,1,24,96.56463414634146,2.2353658536585357,0.024954851420128057,0,3,164.96458333333334,0
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,0,4.833333333333333,0,0,1,0,0,1,12,49.630172413793105,0.6698275862068925,0.0174740754893957,0,4,239.8791666666667,0
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,0,3.9166666666666665,0,1,0,0,0,1,24,20.121276595744682,0.42872340425531874,0.02172993549751507,0,3,39.40416666666667,0
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,0,1.5,0,1,1,1,0,1,1,76.28055555555555,-0.38055555555554577,0.05527839481446416,0,2,1373.05,0
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,1,0.4166666666666667,1,0,1,1,1,1,1,98.51,-2.010000000000005,0.19591919602070856,0,0,492.55,0
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,0,1.9166666666666667,0,1,1,0,1,1,1,61.130434782608695,-1.1804347826086925,0.04263869132290185,0,2,1406.0,0
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,0,0.08333333333333333,1,0,0,0,0,1,1,19.15,0.0,1.0,0,0,19.15,0
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,0,5.916666666666667,0,1,1,1,1,1,12,98.06830985915494,0.581690140845069,0.014168049002922654,0,4,580.2375000000001,0
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,0,6.0,0,1,1,1,1,1,24,112.87013888888889,-0.27013888888889426,0.013855647776143922,0,4,338.61041666666665,0
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,0,2.75,0,0,0,0,0,1,12,20.916666666666668,-0.31666666666666643,0.02984425932633104,0,3,57.520833333333336,0
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,0.16666666666666666,1,1,0,1,1,1,1,90.75,-5.099999999999994,0.471900826446281,0,0,181.5,0
6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,0,2.0,0,0,0,0,0,0,24,34.61666666666667,1.1333333333333329,0.04303081367356765,0,3,34.61666666666667,0
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,0,4.666666666666667,0,1,1,1,1,1,12,100.14999999999999,-0.3999999999999915,0.017785821268097853,0,4,467.3666666666666,0
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,0,3.0833333333333335,0,1,1,1,1,1,1,98.56216216216217,-2.4621621621621728,0.026351870132719092,0,3,3646.8,0
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,0,3.5833333333333335,0,0,1,0,1,1,12,85.1686046511628,-0.06860465116280068,0.0232370810294218,0,3,305.1875,0
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,0,0.08333333333333333,1,0,0,0,0,0,1,25.35,0.0,1.0,0,0,25.35,0
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,1,2.0833333333333335,0,1,1,1,1,1,1,102.66,2.2900000000000063,0.04089226573154101,0,3,2566.5,0
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,0,5.083333333333333,0,0,0,0,1,1,24,87.02786885245901,2.6221311475409976,0.016887373556614616,0,4,221.19583333333333,0
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,0,1.4166666666666667,0,0,0,1,0,1,12,82.95588235294117,3.794117647058826,0.06151391597234533,0,2,117.52083333333333,0
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,0,3.4166666666666665,0,1,1,1,0,1,12,81.44024390243902,4.759756097560981,0.025815726029858793,0,3,278.25416666666666,0
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,1,0.08333333333333333,1,0,0,0,0,1,1,50.65,0.0,1.0,0,0,50.65,0
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,0,6.0,0,1,1,0,1,0,24,65.72708333333334,-0.9270833333333428,0.01369298551459634,1,4,197.18125,0
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,0.08333333333333333,1,1,1,1,1,1,1,90.85,0.0,1.0,0,0,90.85,0
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,0,4.0,0,1,1,1,1,1,24,105.57187499999999,2.528125000000003,0.021332228241028525,0,4,211.14374999999998,0
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,1,0.9166666666666666,0,0,0,0,0,1,1,19.522727272727273,0.4272727272727259,0.09289871944121071,0,1,214.75,0
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,1,4.583333333333333,0,1,0,1,0,1,1,88.63090909090909,-3.1809090909090827,0.017529283853365336,0,4,4874.7,0
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,0,3.5,0,1,0,0,1,0,12,55.915476190476184,-1.1654761904761841,0.02331324916434244,0,3,195.70416666666665,0
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,0,3.6666666666666665,0,1,0,1,1,1,1,92.3409090909091,-1.9409090909090878,0.022249569283780458,0,3,4063.0,0
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,0,0.08333333333333333,1,0,0,0,0,1,1,44.0,0.0,1.0,0,0,44.0,0
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,0,2.25,0,1,1,1,1,1,1,96.12037037037037,-0.5203703703703724,0.036836528272806084,0,3,2595.25,0
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,0,2.25,0,1,1,0,1,1,1,85.53888888888889,-0.7388888888888943,0.03671710939360481,0,3,2309.55,0
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,0,0.16666666666666666,1,1,0,0,0,1,1,44.65,-0.3500000000000014,0.49608062709966405,0,0,89.3,1
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,0,1.5833333333333333,0,0,0,0,0,1,1,19.344736842105263,0.5552631578947356,0.054142293565501286,0,2,367.55,0
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,0,3.5,0,1,0,1,1,1,1,93.91666666666667,1.1333333333333258,0.02409684370642667,0,3,3944.5,0
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,0,5.5,0,1,1,0,1,1,24,90.39318181818182,-0.3431818181818187,0.015093991736437617,0,4,248.58124999999998,0
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,0,2.75,0,1,1,1,1,1,1,111.96060606060605,-2.060606060606048,0.029745310850678,0,3,3694.7,0
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,1,2.8333333333333335,0,1,1,1,0,1,1,74.24852941176471,-0.2985294117647044,0.029293509477311894,0,3,2524.45,0
2519-ERQOJ,Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,0,2.75,0,1,0,0,1,0,1,54.657575757575756,-0.05757575757575495,0.030271109386261572,0,3,1803.7,1
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,0,1.9166666666666667,0,0,0,0,0,1,12,18.047826086956523,2.002173913043478,0.04830161406889906,0,2,34.59166666666667,0
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,0,2.6666666666666665,0,0,1,0,0,1,12,19.5046875,0.2453125000000007,0.03164303452695666,0,3,52.012499999999996,0
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,0,0.9166666666666666,0,0,1,0,0,1,12,21.60909090909091,-1.5590909090909086,0.08435002103491797,0,1,19.808333333333334,0
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,5.75,0,1,1,1,1,1,1,101.55942028985508,-2.1094202898550805,0.014191734688052971,0,4,7007.6,0
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,0,5.666666666666667,0,0,1,0,0,1,12,56.6,-0.7000000000000028,0.014524007482851797,0,4,320.73333333333335,0
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,0,1.6666666666666667,0,1,0,0,0,1,24,20.97,-1.2699999999999996,0.046971864568431096,0,2,17.474999999999998,0
7606-BPHHN,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,0,6.0,0,1,1,0,0,1,24,20.399305555555557,-0.5993055555555564,0.013480851063829787,0,4,61.197916666666664,0
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,0,5.0,0,1,1,1,1,1,12,96.86666666666666,-1.4666666666666544,0.016414315209910532,0,4,484.3333333333333,0
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,0,2.6666666666666665,0,1,0,1,1,1,1,89.4203125,4.5296875000000085,0.03283300424609901,1,3,2861.45,0
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,1,0.08333333333333333,1,1,0,0,0,1,1,19.9,0.0,1.0,0,0,19.9,0
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,1,0.08333333333333333,1,1,0,0,0,1,1,19.6,0.0,1.0,0,0,19.6,0
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,1,0.25,1,1,0,1,0,1,1,77.89999999999999,3.450000000000003,0.3480958493795464,0,0,233.7,1
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,0,3.8333333333333335,0,1,1,0,0,1,12,23.17717391304348,1.2728260869565204,0.022932983163719924,0,3,88.84583333333335,0
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,0,2.4166666666666665,0,1,0,1,0,1,1,74.10517241379311,0.8448275862068897,0.034875875386798816,0,3,2149.05,0
5973-EJGDP,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,0,4.25,0,1,0,1,0,1,1,87.70588235294117,-0.35588235294117965,0.019528280795886428,0,4,4473.0,0
1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,0,4.0,0,1,1,1,0,1,1,73.85520833333334,-3.2052083333333314,0.01992919704940692,0,4,3545.05,0
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,0,1.3333333333333333,0,0,1,1,0,1,1,74.734375,-1.484375,0.06125862429437592,0,2,1195.75,0
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,0,5.833333333333333,0,1,1,1,1,1,24,97.9842857142857,0.7157142857142986,0.014390062546472468,0,4,285.78749999999997,0
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,0,3.3333333333333335,0,1,0,0,0,1,24,25.6175,-0.817499999999999,0.024202205523567874,0,3,42.69583333333333,0
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,1,1.8333333333333333,0,0,0,1,1,1,1,83.90454545454546,-0.6045454545454589,0.04512703830109973,0,2,1845.9,0
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,1,0.08333333333333333,1,1,1,1,0,1,1,75.3,0.0,1.0,0,0,75.3,1
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,0,0.4166666666666667,1,1,0,0,0,1,1,26.45,-2.1499999999999986,0.1837429111531191,0,0,132.25,0
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,0,0.5833333333333334,0,1,1,1,0,1,1,73.63571428571429,-3.785714285714292,0.1355126588417887,0,1,515.45,0
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,0,2.4166666666666665,0,0,1,1,1,1,12,97.60172413793103,2.948275862068968,0.035524386581638964,0,3,235.8708333333333,0
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,0,3.6666666666666665,0,0,0,0,0,1,12,25.238636363636363,0.461363636363636,0.02314272850067537,0,3,92.54166666666667,0
8111-BKVDS,Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,0,0.8333333333333334,0,0,1,0,0,0,1,44.93,-4.229999999999997,0.09058535499666148,0,1,449.3,0
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,0,4.583333333333333,0,0,1,0,0,1,1,51.61000000000001,0.03999999999999204,0.018195909883567313,0,4,2838.55,0
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,0,4.333333333333333,0,1,1,1,1,1,12,103.39230769230768,1.7076923076923123,0.019548396696674356,0,4,448.0333333333333,0
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,0,0.8333333333333334,0,0,0,1,1,1,1,85.86,0.09000000000000341,0.100104821802935,0,1,858.6,0
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,0,1.5,0,1,1,1,0,1,1,77.50277777777778,-1.9027777777777857,0.054191606035625964,0,2,1395.05,0
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,0,5.666666666666667,0,0,1,0,0,1,12,58.46617647058823,-0.21617647058823053,0.014651507910556633,0,4,331.30833333333334,0
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,1,5.083333333333333,0,1,0,0,0,1,1,19.38606557377049,0.01393442622950758,0.01640522599467253,0,4,1182.55,0
7781-HVGMK,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,0,6.0,0,1,1,0,1,0,24,66.45069444444444,-1.2506944444444343,0.0136274806926606,0,4,199.35208333333333,0
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,0,0.16666666666666666,1,0,0,0,0,1,1,59.75,-6.299999999999997,0.4472803347280335,0,0,119.5,0
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,1,1.0,0,1,1,0,0,1,1,43.24166666666667,2.1583333333333314,0.08749277317402197,0,2,518.9,0
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,0,3.4166666666666665,0,1,0,0,0,1,24,21.93780487804878,-2.18780487804878,0.02195786313858469,0,3,37.47708333333333,0
2320-SLKMB,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,0,2.1666666666666665,0,1,1,0,1,0,1,45.53076923076923,-1.0807692307692278,0.03754857239398547,0,3,1183.8,0
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,0,3.0,0,0,1,0,0,1,12,20.001388888888886,0.848611111111115,0.028956322477605725,0,3,60.00416666666666,0
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,0,6.0,0,1,1,1,1,1,24,117.6138888888889,-3.563888888888897,0.013468033348291253,0,4,352.8416666666667,0
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,0,2.9166666666666665,0,1,1,1,1,1,1,90.32,-0.46999999999999886,0.028422750854106036,0,3,3161.2,0
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,0,0.08333333333333333,1,0,0,0,0,1,1,55.05,0.0,1.0,0,0,55.05,0
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,0,1.3333333333333333,0,1,0,1,1,1,1,117.659375,-4.709374999999994,0.05999840641682824,0,2,1882.55,0
5628-RKIFK,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,0,4.083333333333333,0,0,1,1,1,1,1,103.47755102040816,-1.9275510204081598,0.020028005680025246,0,4,5070.4,1
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,0,4.5,0,1,0,1,1,1,12,112.02777777777777,2.6222222222222342,0.01895197950243822,0,4,504.125,0
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,0,1.5,0,0,0,0,1,1,1,64.81666666666666,-0.01666666666666572,0.05554127024942144,0,2,1166.7,0
1910-FMXJM,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,0,3.0,0,0,0,1,1,1,1,81.60138888888889,-1.2013888888888857,0.027368815209436115,0,3,2937.65,0
7752-XUSCI,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,1,5.0,0,1,0,1,1,1,1,106.6075,-0.707499999999996,0.0165560584386652,0,4,6396.45,0
4110-PFEUZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,1,0.08333333333333333,1,0,0,1,0,1,1,69.55,0.0,1.0,0,0,69.55,0
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,0,4.333333333333333,0,1,1,0,0,1,24,24.427884615384617,0.622115384615384,0.01972052745522535,0,4,52.927083333333336,0
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,0,0.6666666666666666,0,1,0,1,1,1,1,94.94375,-0.19374999999999432,0.12474491475215589,0,1,759.55,0
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,0,6.0,0,0,1,1,1,1,24,105.71597222222222,-0.21597222222222,0.013860514612661022,0,4,317.1479166666667,0
8592-PLTMQ,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,0,5.333333333333333,0,0,0,0,0,1,12,25.66796875,-0.9679687500000007,0.015035763201947952,0,4,136.89583333333334,0
5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,0,1.8333333333333333,0,1,0,0,1,1,1,70.24545454545455,-0.4954545454545496,0.04513394590397308,0,2,1545.4,1
8847-GEOOQ,Male,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,0,5.0,0,1,1,0,1,0,1,59.70666666666667,0.4933333333333323,0.01680437695399732,0,4,3582.4,0
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,1,2.3333333333333335,0,1,0,1,1,1,1,79.53928571428571,1.5107142857142861,0.03639261820304432,0,3,2227.1,0
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,0,5.083333333333333,0,0,0,0,0,1,24,23.24426229508197,1.1557377049180282,0.01720854785245786,0,4,59.07916666666667,0
8313-NDOIA,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,0,2.0,0,1,0,1,1,1,1,103.94375000000001,0.20624999999999716,0.041749343595293927,0,3,2494.65,0
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,0,2.3333333333333335,0,0,1,1,1,1,12,98.86964285714285,-5.969642857142844,0.0335578954973179,0,3,230.69583333333333,0
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,0,2.5,0,0,1,0,1,1,24,78.97666666666667,1.8233333333333235,0.034102899590596376,0,3,98.72083333333335,0
